time,flowcount
"03/01/2024, 22:13:51",43
"03/01/2024, 22:13:53",43
"03/01/2024, 22:13:55",43
"03/01/2024, 22:13:57",43
"03/01/2024, 22:13:59",43
"03/01/2024, 22:14:01",43
"03/01/2024, 22:14:03",43
"03/01/2024, 22:14:05",43
"03/01/2024, 22:14:07",43
"03/01/2024, 22:14:09",43
"03/01/2024, 22:14:11",43
"03/01/2024, 22:14:13",43
"03/01/2024, 22:14:15",43
"03/01/2024, 22:14:17",43
"03/01/2024, 22:14:20",43
"03/01/2024, 22:14:22",43
"03/01/2024, 22:14:24",43
"03/01/2024, 22:14:26",43
"03/01/2024, 22:14:28",43
"03/01/2024, 22:14:30",43
"03/01/2024, 22:14:32",43
"03/01/2024, 22:14:34",43
"03/01/2024, 22:14:36",43
"03/01/2024, 22:14:38",43
"03/01/2024, 22:14:40",43
"03/01/2024, 22:14:42",43
"03/01/2024, 22:14:44",43
"03/01/2024, 22:14:46",43
"03/01/2024, 22:14:48",43
"03/01/2024, 22:14:50",43
"03/01/2024, 22:14:52",43
"03/01/2024, 22:14:54",43
"03/01/2024, 22:14:56",43
"03/01/2024, 22:14:58",43
"03/01/2024, 22:15:00",43
"03/01/2024, 22:15:02",43
"03/01/2024, 22:15:04",43
"03/01/2024, 22:15:06",43
"03/01/2024, 22:15:08",43
"03/01/2024, 22:15:10",43
"03/01/2024, 22:15:12",43
"03/01/2024, 22:15:14",43
"03/01/2024, 22:15:16",43
"03/01/2024, 22:15:18",43
"03/01/2024, 22:15:20",43
"03/01/2024, 22:15:22",43
"03/01/2024, 22:15:24",43
"03/01/2024, 22:15:26",43
"03/01/2024, 22:15:28",43
"03/01/2024, 22:15:30",43
"03/01/2024, 22:15:32",43
"03/01/2024, 22:15:34",43
"03/01/2024, 22:15:36",43
"03/01/2024, 22:15:38",43
"03/01/2024, 22:15:40",43
"03/01/2024, 22:15:42",43
"03/01/2024, 22:15:44",43
"03/01/2024, 22:15:46",43
"03/01/2024, 22:15:48",43
"03/01/2024, 22:15:50",43
"03/01/2024, 22:15:52",43
"03/01/2024, 22:15:54",43
"03/01/2024, 22:15:56",43
"03/01/2024, 22:15:58",43
"03/01/2024, 22:16:00",43
"03/01/2024, 22:16:02",43
"03/01/2024, 22:16:04",43
"03/01/2024, 22:16:06",43
"03/01/2024, 22:16:08",43
"03/01/2024, 22:16:10",43
"03/01/2024, 22:16:12",43
"03/01/2024, 22:16:14",43
"03/01/2024, 22:16:16",43
"03/01/2024, 22:16:18",43
"03/01/2024, 22:16:20",43
"03/01/2024, 22:16:22",43
"03/01/2024, 22:16:24",43
"03/01/2024, 22:16:26",43
"03/01/2024, 22:16:28",43
"03/01/2024, 22:16:30",43
"03/01/2024, 22:16:32",43
"03/01/2024, 22:16:34",43
"03/01/2024, 22:16:36",43
"03/01/2024, 22:16:38",43
"03/01/2024, 22:16:40",43
"03/01/2024, 22:16:42",43
"03/01/2024, 22:16:44",43
"03/01/2024, 22:16:46",43
"03/01/2024, 22:16:48",43
"03/01/2024, 22:16:50",43
"03/01/2024, 22:16:52",43
"03/01/2024, 22:16:54",43
"03/01/2024, 22:16:56",43
"03/01/2024, 22:16:58",43
"03/01/2024, 22:17:00",43
"03/01/2024, 22:17:02",43
"03/01/2024, 22:17:04",43
"03/01/2024, 22:17:06",43
"03/01/2024, 22:17:08",43
"03/01/2024, 22:17:10",43
"03/01/2024, 22:17:12",43
"03/01/2024, 22:17:14",43
"03/01/2024, 22:17:16",43
"03/01/2024, 22:17:18",43
"03/01/2024, 22:17:20",43
"03/01/2024, 22:17:22",43
"03/01/2024, 22:17:24",43
"03/01/2024, 22:17:26",43
"03/01/2024, 22:17:28",43
"03/01/2024, 22:17:30",43
"03/01/2024, 22:17:32",43
"03/01/2024, 22:17:34",43
"03/01/2024, 22:17:36",43
"03/01/2024, 22:17:38",43
"03/01/2024, 22:17:40",43
"03/01/2024, 22:17:42",43
"03/01/2024, 22:17:44",43
"03/01/2024, 22:17:46",43
"03/01/2024, 22:17:48",43
"03/01/2024, 22:17:50",43
"03/01/2024, 22:17:52",43
"03/01/2024, 22:17:54",43
"03/01/2024, 22:17:56",43
"03/01/2024, 22:17:58",43
"03/01/2024, 22:18:00",43
"03/01/2024, 22:18:02",43
"03/01/2024, 22:18:04",43
"03/01/2024, 22:18:06",43
"03/01/2024, 22:18:08",43
"03/01/2024, 22:18:10",43
"03/01/2024, 22:18:12",43
"03/01/2024, 22:18:14",43
"03/01/2024, 22:18:16",43
"03/01/2024, 22:18:18",43
"03/01/2024, 22:18:20",43
"03/01/2024, 22:18:22",43
"03/01/2024, 22:18:24",43
"03/01/2024, 22:18:26",43
"03/01/2024, 22:18:28",43
"03/01/2024, 22:18:30",43
"03/01/2024, 22:18:32",43
"03/01/2024, 22:18:34",43
"03/01/2024, 22:18:36",43
"03/01/2024, 22:18:38",43
"03/01/2024, 22:18:40",43
"03/01/2024, 22:18:42",43
"03/01/2024, 22:18:44",43
"03/01/2024, 22:18:46",43
"03/01/2024, 22:18:48",43
"03/01/2024, 22:18:50",43
"03/01/2024, 22:18:52",43
"03/01/2024, 22:18:54",43
"03/01/2024, 22:18:56",43
"03/01/2024, 22:18:58",43
"03/01/2024, 22:19:00",43
"03/01/2024, 22:19:02",43
"03/01/2024, 22:19:04",43
"03/01/2024, 22:19:06",43
"03/01/2024, 22:19:08",43
"03/01/2024, 22:19:10",43
"03/01/2024, 22:19:12",43
"03/01/2024, 22:19:14",43
"03/01/2024, 22:19:16",43
"03/01/2024, 22:19:18",43
"03/01/2024, 22:19:20",43
"03/01/2024, 22:19:22",43
"03/01/2024, 22:19:24",43
"03/01/2024, 22:19:26",43
"03/01/2024, 22:19:28",43
"03/01/2024, 22:19:30",43
"03/01/2024, 22:19:32",43
"03/01/2024, 22:19:34",43
"03/01/2024, 22:19:36",43
"03/01/2024, 22:19:38",43
"03/01/2024, 22:19:40",43
"03/01/2024, 22:19:42",43
"03/01/2024, 22:19:44",43
"03/01/2024, 22:19:46",43
"03/01/2024, 22:19:48",43
"03/01/2024, 22:19:50",43
"03/01/2024, 22:19:52",43
"03/01/2024, 22:19:54",43
"03/01/2024, 22:19:56",43
"03/01/2024, 22:19:58",43
"03/01/2024, 22:20:00",43
"03/01/2024, 22:20:02",43
"03/01/2024, 22:20:04",43
"03/01/2024, 22:20:06",43
"03/01/2024, 22:20:08",43
"03/01/2024, 22:20:10",43
"03/01/2024, 22:20:12",43
"03/01/2024, 22:20:14",43
"03/01/2024, 22:20:16",43
"03/01/2024, 22:20:18",43
"03/01/2024, 22:20:20",43
"03/01/2024, 22:20:22",43
"03/01/2024, 22:20:24",43
"03/01/2024, 22:20:26",43
"03/01/2024, 22:20:28",43
"03/01/2024, 22:20:30",43
"03/01/2024, 22:20:32",43
"03/01/2024, 22:20:34",43
"03/01/2024, 22:20:36",43
"03/01/2024, 22:20:38",43
"03/01/2024, 22:20:40",43
"03/01/2024, 22:20:42",43
"03/01/2024, 22:20:44",43
"03/01/2024, 22:20:46",43
"03/01/2024, 22:20:48",43
"03/01/2024, 22:20:50",43
"03/01/2024, 22:20:52",43
"03/01/2024, 22:20:54",43
"03/01/2024, 22:20:56",43
"03/01/2024, 22:20:58",43
"03/01/2024, 22:21:00",43
"03/01/2024, 22:21:02",43
"03/01/2024, 22:21:04",43
"03/01/2024, 22:21:06",43
"03/01/2024, 22:21:08",43
"03/01/2024, 22:21:10",43
"03/01/2024, 22:21:13",43
"03/01/2024, 22:21:14",43
"03/01/2024, 22:21:16",43
"03/01/2024, 22:21:18",43
"03/01/2024, 22:21:20",43
"03/01/2024, 22:21:22",43
"03/01/2024, 22:21:24",43
"03/01/2024, 22:21:26",43
"03/01/2024, 22:21:28",43
"03/01/2024, 22:21:30",43
"03/01/2024, 22:21:32",43
"03/01/2024, 22:21:34",43
"03/01/2024, 22:21:36",43
"03/01/2024, 22:21:38",43
"03/01/2024, 22:21:40",43
"03/01/2024, 22:21:42",43
"03/01/2024, 22:21:44",43
"03/01/2024, 22:21:46",43
"03/01/2024, 22:21:48",43
"03/01/2024, 22:21:50",43
"03/01/2024, 22:21:52",43
"03/01/2024, 22:21:54",43
"03/01/2024, 22:21:56",43
"03/01/2024, 22:21:58",43
"03/01/2024, 22:22:00",43
"03/01/2024, 22:22:02",43
"03/01/2024, 22:22:04",43
"03/01/2024, 22:22:06",43
"03/01/2024, 22:22:08",43
"03/01/2024, 22:22:10",43
"03/01/2024, 22:22:12",43
"03/01/2024, 22:22:14",43
"03/01/2024, 22:22:16",43
"03/01/2024, 22:22:18",43
"03/01/2024, 22:22:20",43
"03/01/2024, 22:22:22",43
"03/01/2024, 22:22:24",43
"03/01/2024, 22:22:26",43
"03/01/2024, 22:22:28",43
"03/01/2024, 22:22:30",43
"03/01/2024, 22:22:32",43
"03/01/2024, 22:22:34",43
"03/01/2024, 22:22:36",43
"03/01/2024, 22:22:38",43
"03/01/2024, 22:22:40",43
"03/01/2024, 22:22:42",43
"03/01/2024, 22:22:44",43
"03/01/2024, 22:22:46",43
"03/01/2024, 22:22:48",43
"03/01/2024, 22:22:50",43
"03/01/2024, 22:22:52",43
"03/01/2024, 22:22:54",43
"03/01/2024, 22:22:56",43
"03/01/2024, 22:22:58",43
"03/01/2024, 22:23:00",43
"03/01/2024, 22:23:02",43
"03/01/2024, 22:23:04",43
"03/01/2024, 22:23:06",43
"03/01/2024, 22:23:08",43
"03/01/2024, 22:23:10",43
"03/01/2024, 22:23:12",43
"03/01/2024, 22:23:14",43
"03/01/2024, 22:23:16",43
"03/01/2024, 22:23:18",43
"03/01/2024, 22:23:20",43
"03/01/2024, 22:23:22",43
"03/01/2024, 22:23:24",43
"03/01/2024, 22:23:26",43
"03/01/2024, 22:23:28",43
"03/01/2024, 22:23:30",43
"03/01/2024, 22:23:32",43
"03/01/2024, 22:23:34",43
"03/01/2024, 22:23:36",43
"03/01/2024, 22:23:38",43
"03/01/2024, 22:23:40",43
"03/01/2024, 22:23:42",43
"03/01/2024, 22:23:44",43
"03/01/2024, 22:23:46",43
"03/01/2024, 22:23:48",43
"03/01/2024, 22:23:50",43
"03/01/2024, 22:23:52",43
"03/01/2024, 22:23:54",43
"03/01/2024, 22:23:56",43
"03/01/2024, 22:23:59",43
"03/01/2024, 22:24:00",43
"03/01/2024, 22:24:02",43
"03/01/2024, 22:24:04",43
"03/01/2024, 22:24:07",43
"03/01/2024, 22:24:08",43
"03/01/2024, 22:24:10",43
"03/01/2024, 22:24:13",43
"03/01/2024, 22:24:15",43
"03/01/2024, 22:24:17",43
"03/01/2024, 22:24:18",43
"03/01/2024, 22:24:21",43
"03/01/2024, 22:24:23",43
"03/01/2024, 22:24:25",43
"03/01/2024, 22:24:27",43
"03/01/2024, 22:24:28",43
"03/01/2024, 22:24:31",43
"03/01/2024, 22:24:33",43
"03/01/2024, 22:24:35",43
"03/01/2024, 22:24:37",43
"03/01/2024, 22:24:39",43
"03/01/2024, 22:24:41",43
"03/01/2024, 22:24:43",43
"03/01/2024, 22:24:45",43
"03/01/2024, 22:24:47",43
"03/01/2024, 22:24:49",43
"03/01/2024, 22:24:51",43
"03/01/2024, 22:24:53",43
"03/01/2024, 22:24:55",43
"03/01/2024, 22:24:57",43
"03/01/2024, 22:24:59",43
"03/01/2024, 22:25:01",43
"03/01/2024, 22:25:03",43
"03/01/2024, 22:25:05",43
"03/01/2024, 22:25:07",43
"03/01/2024, 22:25:09",43
"03/01/2024, 22:25:11",43
"03/01/2024, 22:25:13",43
"03/01/2024, 22:25:15",43
"03/01/2024, 22:25:17",43
"03/01/2024, 22:25:19",43
"03/01/2024, 22:25:21",43
"03/01/2024, 22:25:23",43
"03/01/2024, 22:25:25",43
time,flowcount
time,flowcount
"03/01/2024, 22:25:29",1
"03/01/2024, 22:25:31",1
"03/01/2024, 22:25:33",1
"03/01/2024, 22:25:35",1
"03/01/2024, 22:25:37",1
"03/01/2024, 22:25:39",1
"03/01/2024, 22:25:41",1
"03/01/2024, 22:25:43",1
"03/01/2024, 22:25:45",1
"03/01/2024, 22:25:47",1
"03/01/2024, 22:25:49",1
"03/01/2024, 22:25:51",1
"03/01/2024, 22:25:53",1
"03/01/2024, 22:25:55",1
"03/01/2024, 22:25:57",1
"03/01/2024, 22:25:59",1
"03/01/2024, 22:26:01",1
"03/01/2024, 22:26:03",1
"03/01/2024, 22:26:05",1
"03/01/2024, 22:26:07",1
"03/01/2024, 22:26:09",1
"03/01/2024, 22:26:11",1
"03/01/2024, 22:26:13",1
"03/01/2024, 22:26:15",1
"03/01/2024, 22:26:17",1
"03/01/2024, 22:26:19",1
"03/01/2024, 22:26:21",1
"03/01/2024, 22:26:23",1
"03/01/2024, 22:26:25",1
"03/01/2024, 22:26:27",1
"03/01/2024, 22:26:29",1
"03/01/2024, 22:26:31",1
"03/01/2024, 22:26:33",1
"03/01/2024, 22:26:35",1
"03/01/2024, 22:26:37",1
"03/01/2024, 22:26:39",1
"03/01/2024, 22:26:41",1
"03/01/2024, 22:26:43",1
"03/01/2024, 22:26:45",1
"03/01/2024, 22:26:47",1
"03/01/2024, 22:26:49",1
"03/01/2024, 22:26:51",1
"03/01/2024, 22:26:53",1
"03/01/2024, 22:26:55",1
"03/01/2024, 22:26:57",1
"03/01/2024, 22:26:59",1
"03/01/2024, 22:27:01",1
"03/01/2024, 22:27:03",1
"03/01/2024, 22:27:05",1
"03/01/2024, 22:27:07",1
"03/01/2024, 22:27:09",1
"03/01/2024, 22:27:11",1
"03/01/2024, 22:27:13",1
"03/01/2024, 22:27:15",1
"03/01/2024, 22:27:17",1
"03/01/2024, 22:27:19",1
"03/01/2024, 22:27:21",1
"03/01/2024, 22:27:23",1
"03/01/2024, 22:27:25",1
"03/01/2024, 22:27:27",1
"03/01/2024, 22:27:29",1
"03/01/2024, 22:27:31",1
"03/01/2024, 22:27:33",1
"03/01/2024, 22:27:35",1
"03/01/2024, 22:27:37",1
"03/01/2024, 22:27:39",1
"03/01/2024, 22:27:41",1
"03/01/2024, 22:27:43",1
"03/01/2024, 22:27:45",1
"03/01/2024, 22:27:47",1
"03/01/2024, 22:27:49",1
"03/01/2024, 22:27:51",1
"03/01/2024, 22:27:53",1
"03/01/2024, 22:27:55",1
"03/01/2024, 22:27:57",1
"03/01/2024, 22:27:59",1
"03/01/2024, 22:28:01",1
"03/01/2024, 22:28:03",1
"03/01/2024, 22:28:05",1
"03/01/2024, 22:28:07",1
"03/01/2024, 22:28:09",1
"03/01/2024, 22:28:11",1
"03/01/2024, 22:28:13",1
"03/01/2024, 22:28:15",1
"03/01/2024, 22:28:17",1
"03/01/2024, 22:28:19",1
"03/01/2024, 22:28:21",1
"03/01/2024, 22:28:23",1
"03/01/2024, 22:28:25",1
"03/01/2024, 22:28:27",1
"03/01/2024, 22:28:29",1
"03/01/2024, 22:28:31",1
"03/01/2024, 22:28:33",1
"03/01/2024, 22:28:35",1
"03/01/2024, 22:28:37",1
"03/01/2024, 22:28:39",1
"03/01/2024, 22:28:41",1
"03/01/2024, 22:28:43",1
"03/01/2024, 22:28:45",1
"03/01/2024, 22:28:47",1
"03/01/2024, 22:28:49",1
"03/01/2024, 22:28:51",1
"03/01/2024, 22:28:53",1
"03/01/2024, 22:28:55",1
"03/01/2024, 22:28:57",1
"03/01/2024, 22:28:59",1
"03/01/2024, 22:29:01",1
"03/01/2024, 22:29:03",1
"03/01/2024, 22:29:05",1
"03/01/2024, 22:29:07",1
"03/01/2024, 22:29:09",1
"03/01/2024, 22:29:11",1
"03/01/2024, 22:29:13",1
"03/01/2024, 22:29:15",1
"03/01/2024, 22:29:17",1
"03/01/2024, 22:29:19",1
"03/01/2024, 22:29:21",1
"03/01/2024, 22:29:23",1
"03/01/2024, 22:29:25",1
"03/01/2024, 22:29:27",1
"03/01/2024, 22:29:29",1
"03/01/2024, 22:29:31",1
"03/01/2024, 22:29:33",1
"03/01/2024, 22:29:35",1
"03/01/2024, 22:29:37",1
"03/01/2024, 22:29:39",1
"03/01/2024, 22:29:41",1
"03/01/2024, 22:29:43",1
"03/01/2024, 22:29:45",1
"03/01/2024, 22:29:47",1
"03/01/2024, 22:29:49",1
"03/01/2024, 22:29:51",1
"03/01/2024, 22:29:53",1
"03/01/2024, 22:29:55",1
"03/01/2024, 22:29:57",1
"03/01/2024, 22:29:59",1
"03/01/2024, 22:30:01",1
"03/01/2024, 22:30:03",1
"03/01/2024, 22:30:05",1
"03/01/2024, 22:30:07",1
"03/01/2024, 22:30:09",1
"03/01/2024, 22:30:11",1
"03/01/2024, 22:30:13",1
"03/01/2024, 22:30:15",1
"03/01/2024, 22:30:17",1
"03/01/2024, 22:30:19",1
"03/01/2024, 22:30:21",1
"03/01/2024, 22:30:23",1
"03/01/2024, 22:30:25",1
"03/01/2024, 22:30:27",1
"03/01/2024, 22:30:29",1
"03/01/2024, 22:30:31",1
"03/01/2024, 22:30:33",1
"03/01/2024, 22:30:35",1
"03/01/2024, 22:30:37",1
"03/01/2024, 22:30:39",1
"03/01/2024, 22:30:41",1
"03/01/2024, 22:30:43",1
"03/01/2024, 22:30:45",1
"03/01/2024, 22:30:47",1
"03/01/2024, 22:30:49",1
"03/01/2024, 22:30:51",1
"03/01/2024, 22:30:53",1
"03/01/2024, 22:30:55",1
"03/01/2024, 22:30:57",1
"03/01/2024, 22:30:59",1
"03/01/2024, 22:31:01",1
"03/01/2024, 22:31:03",1
"03/01/2024, 22:31:05",1
"03/01/2024, 22:31:07",1
"03/01/2024, 22:31:09",1
"03/01/2024, 22:31:11",1
"03/01/2024, 22:31:13",1
"03/01/2024, 22:31:15",1
"03/01/2024, 22:31:17",1
"03/01/2024, 22:31:19",1
"03/01/2024, 22:31:21",1
"03/01/2024, 22:31:23",1
"03/01/2024, 22:31:25",1
"03/01/2024, 22:31:27",1
"03/01/2024, 22:31:29",1
"03/01/2024, 22:31:31",1
"03/01/2024, 22:31:33",1
"03/01/2024, 22:31:35",1
"03/01/2024, 22:31:37",1
"03/01/2024, 22:31:39",1
"03/01/2024, 22:31:41",1
"03/01/2024, 22:31:43",1
"03/01/2024, 22:31:45",1
"03/01/2024, 22:31:47",1
"03/01/2024, 22:31:49",1
"03/01/2024, 22:31:51",1
"03/01/2024, 22:31:53",1
"03/01/2024, 22:31:55",1
"03/01/2024, 22:31:57",1
"03/01/2024, 22:31:59",1
"03/01/2024, 22:32:01",1
"03/01/2024, 22:32:03",1
"03/01/2024, 22:32:05",1
"03/01/2024, 22:32:07",1
"03/01/2024, 22:32:09",1
"03/01/2024, 22:32:11",1
"03/01/2024, 22:32:13",1
"03/01/2024, 22:32:15",1
"03/01/2024, 22:32:17",1
"03/01/2024, 22:32:19",1
"03/01/2024, 22:32:21",1
"03/01/2024, 22:32:23",1
"03/01/2024, 22:32:25",1
"03/01/2024, 22:32:27",1
"03/01/2024, 22:32:29",1
"03/01/2024, 22:32:31",1
"03/01/2024, 22:32:33",1
"03/01/2024, 22:32:35",1
"03/01/2024, 22:32:37",1
"03/01/2024, 22:32:39",1
"03/01/2024, 22:32:41",1
"03/01/2024, 22:32:43",1
"03/01/2024, 22:32:45",1
"03/01/2024, 22:32:47",1
"03/01/2024, 22:32:49",1
"03/01/2024, 22:32:51",1
"03/01/2024, 22:32:53",1
"03/01/2024, 22:32:55",1
"03/01/2024, 22:32:57",1
"03/01/2024, 22:32:59",1
"03/01/2024, 22:33:01",1
"03/01/2024, 22:33:03",1
"03/01/2024, 22:33:05",1
"03/01/2024, 22:33:07",1
"03/01/2024, 22:33:09",1
"03/01/2024, 22:33:11",1
"03/01/2024, 22:33:13",1
"03/01/2024, 22:33:15",1
"03/01/2024, 22:33:17",1
"03/01/2024, 22:33:19",1
"03/01/2024, 22:33:21",1
"03/01/2024, 22:33:23",1
"03/01/2024, 22:33:25",1
"03/01/2024, 22:33:27",1
"03/01/2024, 22:33:29",1
"03/01/2024, 22:33:31",1
"03/01/2024, 22:33:33",1
"03/01/2024, 22:33:35",1
"03/01/2024, 22:33:37",1
"03/01/2024, 22:33:39",1
"03/01/2024, 22:33:41",1
"03/01/2024, 22:33:43",1
"03/01/2024, 22:33:45",1
"03/01/2024, 22:33:47",1
"03/01/2024, 22:33:49",1
"03/01/2024, 22:33:51",1
"03/01/2024, 22:33:53",1
"03/01/2024, 22:33:55",1
"03/01/2024, 22:33:57",1
"03/01/2024, 22:33:59",1
"03/01/2024, 22:34:01",1
"03/01/2024, 22:34:03",1
"03/01/2024, 22:34:05",1
"03/01/2024, 22:34:07",1
"03/01/2024, 22:34:09",1
"03/01/2024, 22:34:11",1
"03/01/2024, 22:34:13",1
"03/01/2024, 22:34:15",1
"03/01/2024, 22:34:17",1
"03/01/2024, 22:34:19",1
"03/01/2024, 22:34:21",1
"03/01/2024, 22:34:23",1
"03/01/2024, 22:34:25",1
"03/01/2024, 22:34:27",1
"03/01/2024, 22:34:29",1
"03/01/2024, 22:34:31",1
"03/01/2024, 22:34:33",1
"03/01/2024, 22:34:35",1
"03/01/2024, 22:34:37",1
"03/01/2024, 22:34:39",1
"03/01/2024, 22:34:41",1
"03/01/2024, 22:34:43",1
"03/01/2024, 22:34:45",1
"03/01/2024, 22:34:47",1
"03/01/2024, 22:34:49",1
"03/01/2024, 22:34:51",1
"03/01/2024, 22:34:53",1
"03/01/2024, 22:34:55",1
"03/01/2024, 22:34:57",1
"03/01/2024, 22:34:59",1
"03/01/2024, 22:35:01",1
"03/01/2024, 22:35:03",1
"03/01/2024, 22:35:05",1
"03/01/2024, 22:35:07",1
"03/01/2024, 22:35:09",1
"03/01/2024, 22:35:11",1
"03/01/2024, 22:35:13",1
"03/01/2024, 22:35:15",1
"03/01/2024, 22:35:17",1
"03/01/2024, 22:35:19",1
"03/01/2024, 22:35:21",1
"03/01/2024, 22:35:23",1
"03/01/2024, 22:35:25",1
"03/01/2024, 22:35:27",1
"03/01/2024, 22:35:29",1
"03/01/2024, 22:35:31",1
"03/01/2024, 22:35:33",1
"03/01/2024, 22:35:35",1
"03/01/2024, 22:35:37",1
"03/01/2024, 22:35:39",1
"03/01/2024, 22:35:41",1
"03/01/2024, 22:35:43",1
"03/01/2024, 22:35:45",1
"03/01/2024, 22:35:47",1
"03/01/2024, 22:35:49",1
"03/01/2024, 22:35:51",1
"03/01/2024, 22:35:53",1
"03/01/2024, 22:35:55",1
"03/01/2024, 22:35:57",1
"03/01/2024, 22:35:59",1
"03/01/2024, 22:36:01",1
"03/01/2024, 22:36:03",1
"03/01/2024, 22:36:05",1
"03/01/2024, 22:36:07",1
"03/01/2024, 22:36:09",1
